ZIPCODE,FREQUENCY
61634,1
20017,1
27545,1
59110,1
66429,1
54406,1
60691,1
35010,1
48849,1
43920,1
16407,1
8873,1
78227,1
07065-5171,1
93313,1
70816,1
53203,1
61873,1
93725,1
17319,1
92392,1
84601,1
74851,1
78261,1
70117,1
16319,1
48842,1
80247,1
2186,1
89131,1
44125,1
50322,1
67878,1
28217,1
17042,1
47948,1
27870,1
61317,1
88203,1
55016,1
30039-5234,1
30052-5314,1
31907,1
48234,1
96706,1
15237,1
49442,1
44203,1
94115,1
43078,1
10438,1
54311,1
54747,1
37931,1
53146,1
95123,1
62095,1
61212,1
49009-8537,1
76522,1
11369,1
85861,1
53744,1
49441,1
85296,1
33924,1
72611,1
53058,1
74129,1
33445-5911,1
33428,1
69345,1
22079,1
83447,1
80528,1
23223,1
55104-4907,1
10025,1
70820,1
62424,1
45658,1
19115,1
60832,1
37341,1
1950,1
91411,1
77380,1
33511,1
92704,1
93612,1
46396,1
46328,1
80002,1
35135,1
68123,1
85250,1
14608,1
97080,1
89447,1
35951,1
52450,1
21043,1
44115,1
93905,1
61865,1
66585,1
55068,1
44646,1
54656,1
28669,1
38666,1
27401,1
36527,1
62875,1
18704,1
61410,1
60864,1
53176,1
42267,1
33626,1
33618-1853,1
46979,1
49601,1
28791,1
8260,1
37127,1
33907,1
87122,1
2001,1
40403,1
48323-2426,1
02139-3939,1
34771,1
32244,1
I,1
6064 1,1
72745,1
72032,1
06053-1952,1
46347,1
63049,1
34018,1
93247,1
19131,1
2127,1
10027,1
6106,1
55119,1
84205,1
80233,1
92405,1
77083,1
46761,1
30135-8801,1
46118,1
38122,1
14850,1
49036,1
35160-4626,1
66207,1
98125,1
33477,1
34743,1
10301,1
22150,1
73110,1
74701,1
87401,1
53106,1
35803,1
2134,1
53956,1
90045,1
50320,1
81657,1
84075,1
44130,1
2906,1
78520,1
94608,1
77511,1
32216-0000,1
98203,1
84511,1
93309,1
85224,1
13760,1
45212,1
49306,1
33185,1
53579,1
77061,1
52423,1
85741,1
90275,1
55723,1
34653,1
31632,1
6435,1
97402,1
70003,1
77055,1
19143,1
26508,1
78218,1
45207,1
609653,1
66025,1
45241,1
7094,1
33859,1
20762,1
7932,1
48212,1
22182,1
57104,1
6020,1
48504,1
62286,1
98121,1
49103,1
17815,1
80132,1
54755,1
72903,1
65810,1
33584,1
61087,1
72704,1
78064,1
60072,1
91010,1
21044,1
5494,1
95422,1
60037,1
6,1
66805,1
85050,1
2144,1
28031,1
43213,1
55904,1
75652,1
37216,1
46504,1
49646,1
75654-4721,1
10527,1
38116-8460,1
20751,1
70131,1
10470,1
18103,1
85739,1
14624,1
61046,1
38141,1
60918,1
68333,1
76052,1
31014,1
60055,1
33469,1
37342,1
61449,1
14207,1
33186,1
21215,1
15683,1
98201,1
44112,1
60813,1
44502,1
48866,1
10471,1
600007,1
33019,1
44685,1
44720,1
60145,1
2771,1
31093,1
30012-3600,1
93535,1
2601,1
92240,1
28545,1
55445,1
92563,1
46601,1
3909,1
75244,1
55126-3825,1
75006,1
53549,1
78225,1
21216,1
61377,1
07712-6889,1
38372,1
67846,1
56237,1
600633,1
41360,1
86004-4421,1
6451,1
43613,1
60814,1
19082,1
19104,1
75001,1
62951,1
33635,1
60437,1
91603,1
32127-5537,1
31406,1
42164,1
55432,1
40214,1
31904,1
81620,1
606097,1
52248,1
60168,1
7960,1
33314,1
700563,1
46439,1
35040,1
48076,1
46586,1
10017,1
10021,1
70663,1
53503,1
45321,1
32127,1
77049,1
60825,1
27604,1
98136,1
11507,1
83607,1
77044,1
34711-7668,1
90002,1
91504,1
46135,1
45284,1
6185,1
07108-2709,1
69607,1
39211,1
98026,1
43360,1
85374-7065,1
92660,1
14580,1
39562,1
46349,1
49321,1
25404,1
86440,1
49177,1
55694,1
22407,1
60426-6120,1
L9K OH5,1
55656,1
48211,1
84088,1
21737,1
60009,1
46163,1
61060,1
79932,1
2724,1
48150,1
32333,1
62194,1
72512,1
27330,1
33068,1
28405,1
38821,1
56253,1
6039,1
94014,1
11459,1
46738,1
80430,1
1915,1
37686,1
30161,1
49686,1
44641,1
3801,1
7524,1
62088,1
29063,1
15132,1
60566,1
78758,1
60006,1
92154,1
37385,1
27028,1
43203,1
68022,1
78640,1
53587,1
53584,1
49799,1
49665,1
49417,1
30313,1
30340,1
29206,1
46296,1
31523,1
64444,1
60200,1
98126,1
98119,1
10024,1
61462,1
47963,1
60303,1
76053,1
75062,1
36322,1
31411,1
20164,1
6477,1
39759,1
85286,1
55441,1
46814,1
49668,1
45377,1
36526,1
10036,1
46919,1
58202,1
55411-1075,1
98225,1
8820,1
38851-3124,1
606425,1
50304,1
43614,1
2760,1
94127,1
63501,1
53507,1
92562,1
64804,1
96734,1
15206,1
27320,1
61483,1
80214,1
63348,1
67866,1
02446-5113,1
95129,1
77346,1
75013,1
46703,1
46553,1
2301,1
43231-7633,1
70118,1
99683,1
72058,1
38075,1
75205,1
55902-1653,1
22015,1
76306,1
74070,1
74114,1
`,1
24141,1
8753,1
63626,1
10028,1
92270,1
92881,1
60553,1
52730,1
50703,1
61534,1
34668,1
21223,1
92618,1
49635,1
23456,1
6629,1
53901,1
45043,1
12217,1
19078,1
19036,1
65712,1
29069,1
12896,1
43209,1
7047,1
61753,1
62420,1
60843,1
60150,1
38134,1
68781,1
98037,1
44301,1
54005,1
20716,1
92211,1
32312,1
48178,1
61322,1
71665,1
55403,1
55108-1525,1
60815,1
32301,1
48083,1
54669,1
52340,1
62230,1
98405,1
48306-1755,1
76543,1
602022,1
12572,1
45240,1
49054,1
45365,1
15601,1
66609,1
66606,1
92532,1
52333,1
606019,1
68507,1
63385,1
29040,1
11215,1
61436,1
01585-3246,1
33129,1
65105,1
33971,1
41097,1
95407,1
53233-1512,1
62204,1
77043,1
92129,1
8234,1
78542,1
68132,1
50158,1
60959,1
75074,1
27519,1
45231,1
48214,1
34757,1
54228,1
95062,1
53191,1
55449,1
20180,1
48180,1
70714,1
33480,1
74084,1
57670,1
61932,1
46926,1
75216,1
61937,1
42103,1
48375,1
61015,1
86442,1
82716,1
82836,1
38635,1
34208,1
48089,1
02482-4536,1
98012,1
80005,1
2019,1
85021,1
49027,1
68803,1
33711,1
85345,1
63017,1
8201,1
23669,1
11737,1
80246,1
46312-3344,1
98499-8576,1
54932,1
44116,1
22309,1
20874,1
61874,1
78705,1
44139,1
27606-2972,1
17517,1
10472,1
49434,1
53520,1
43064,1
60261,1
76088,1
32824,1
91343,1
61501,1
1852,1
60459-2834,1
7034,1
49412,1
33446,1
32312-3629,1
11518,1
46140,1
46440,1
47265,1
83404,1
77484,1
77027,1
53205,1
89130,1
18034,1
46992,1
90807,1
21237,1
7920,1
34242,1
02121-1548,1
80501,1
28532-1987,1
11219,1
33043,1
19152,1
55371,1
6062377,1
78727,1
26105,1
39540,1
76131,1
55117,1
14222,1
32844,1
622234,1
2852,1
40514,1
53597,1
80537,1
78641,1
76301,1
60562,1
60071,1
606347,1
46875,1
48048,1
60057,1
22203,1
90247,1
65809,1
22305,1
44903,1
95821,1
85303,1
49331,1
32780,1
75040-8114,1
14618,1
6902,1
33064-2537,1
10029,1
32117,1
19079,1
89141,1
89031,1
61723,1
55416,1
23235,1
92071,1
84108,1
71446,1
28025,1
27244,1
21207,1
33763,1
85284,1
95330,1
71643,1
80524,1
6041,1
16063,1
55445-0000,1
48170-6327,1
33578,1
5264,1
28107,1
38040,1
37130,1
34243,1
61725,1
47986,1
48216,1
70005,1
47431,1
85395,1
35080,1
53079,1
44136,1
22191,1
94568,1
34113,1
39702,1
51104,1
27407,1
77067,1
37419,1
29301,1
80583,1
99775,1
68007,1
19382,1
77502,1
52242,1
551196,1
55116,1
44368,1
61744,1
72113,1
19149,1
52003,1
61089,1
70807,1
70657,1
1270,1
2725,1
37073,1
32765,1
47243,1
46360-2672,1
33764,1
19525,1
60702,1
55437,1
11435,1
50455,1
31757,1
50461,1
20763,1
74154,1
606122,1
62319,1
77459,1
38637,1
92104,1
20905-6044,1
55044,1
7950,1
601761,1
53017,1
37777,1
54902,1
80073,1
40356,1
6621,1
70510,1
98133-8310,1
71001,1
10465,1
61528,1
63074,1
27537,1
94609,1
98642,1
98665,1
69601,1
90015,1
49004,1
95117,1
98116,1
72315,1
70123,1
37803,1
43605,1
34654,1
65262,1
55430,1
44216,1
60809,1
91741,1
74133,1
28314,1
92019,1
46120,1
2000,1
94552,1
62223,1
66327,1
30125,1
44095,1
53530,1
20772,1
63771,1
20748,1
76123,1
27510,1
33180,1
30650,1
63088,1
54227,1
61020,1
39330,1
43609,1
90746,1
69621,1
78744,1
40218,1
92058,1
75114,1
55720,1
38063,1
93465,1
89408,1
78574,1
52531,1
63116,1
66011,1
45320,1
60109,1
55304,1
53024,1
98092,1
32309,1
35601,1
35603,1
49930,1
23114,1
53528,1
48210,1
89508,1
87124,1
33604,1
4548,1
33172,1
54229,1
45226,1
55902,1
77069,1
49045,1
37218,1
45385,1
53157,1
44128,1
62262,1
36330,1
62801,1
61760,1
37180,1
35763,1
77042,1
61052,1
32063,1
66044-5444,1
75204,1
47164,1
48603,1
64607,1
69130,1
38654-7232,1
58104,1
66041,1
13661,1
46773,1
30248,1
47712,1
5200,1
10302,1
85019,1
98310,1
42066,1
48103-2543,1
15017,1
97405,1
54471,1
92625,1
62326,1
63105,1
23602,1
55418,1
42345,1
56204,1
57369,1
39328,1
61231,1
85251,1
92065,1
89015,1
98057,1
55076,1
85323,1
55108,1
47957,1
60755,1
61742,1
49348,1
14305,1
49001-2652,1
73401,1
92116,1
20007,1
92627,1
89148,1
55056,1
41902,1
15224,1
7206,1
820,1
38701,1
62712-8626,1
54162,1
45150,1
30238-5657,1
27023,1
606053,1
97471,1
69203,1
47951,1
54208,1
55321,1
90066,1
50068,1
89156,1
40504,1
14213,1
48273,1
12533,1
80538,1
01089-3506,1
02169-5519,1
47990,1
71601,1
28212,1
60095,1
31091,1
6604,1
49071,1
45359,1
46240,1
95404,1
33573,1
34117,1
33321,1
85291,1
33032,1
78130,1
72901,1
46617,1
6422,1
42001,1
23663,1
75238,1
28209,1
60620-0000,1
90210,1
33442,1
45302,1
61074,1
8215,1
77386,1
37377,1
33417,1
1610,1
80224,1
19144,1
20901,1
46221,1
20115,1
67208,1
31027,1
92407,1
29707,1
38756,1
33016,1
55314,1
63376,1
76107,1
30008,1
75229,1
60598,1
66224,1
60910,1
11237,1
77583,1
80003,1
46532,1
82729,1
46062,1
42656,1
47229,1
62422,1
54615,1
92337,1
33917,1
46324-2222,1
98055,1
54121,1
30097,1
90029,1
45206,1
50528,1
98005,1
62902,1
90240,1
86001,1
92024,1
35209,1
33196,1
19709,1
19901,1
65622,1
62260,1
48909,1
38642,1
43214,1
60619773,1
76011,1
2909,1
46206,1
48044,1
48174,1
33449,1
12590,1
14223,1
67501,1
40502,1
38680,1
53534,1
80601,1
60063,1
1056,1
45616,1
66038,1
69455,1
53944,1
49006-6789,1
78664,1
49746,1
76574,1
49327,1
98168,1
52045,1
44615,1
98059,1
48185,1
73505,1
49696,1
49519,1
45039,1
98383,1
48301,1
50841,1
60149,1
92570,1
66736-1119,1
90220,1
20722,1
23692,1
78728,1
69647,1
54426,1
27536-5205,1
464041,1
10543,1
44126,1
32766,1
6018,1
38004,1
37914,1
85623,1
6110,1
66502,1
77320,1
91403,1
50230,1
77461,1
34475,1
38301,1
44672,1
33405,1
40165,1
49316,1
37174,1
98422,1
7446,1
8205,1
47542,1
75418,1
95014,1
48451,1
44515,1
84107,1
30103,1
54451,1
55433,1
66607,1
15201,1
606623,1
54409,1
54552,1
40206,1
98682,1
84660,1
53237,1
44057,1
42407,1
48334,1
11420,1
56218,1
85302,1
46151,1
54880,1
60039,1
49779,1
38116,1
78418,1
10454,1
90065,1
2169,1
65401,1
63010,1
48342,1
53083,1
54407,1
10930,1
33028,1
64124,1
77065,1
49127,1
16136,1
91913,1
53811,1
37828,1
95758,1
14606,1
36206,1
45809,1
48168,1
22312,1
60681,1
22032,1
63303,1
39840,1
89178,1
30033,1
82506,1
90804,1
77032,1
50036,1
55413,1
90077,1
97213,1
32703,1
34238,1
34211,1
49615,1
408104,1
6007,1
30066,1
40419,1
46413,1
56407,1
30078,1
46301,1
27265,1
46041,1
62477,1
46234,1
601004,1
47421,1
85022,1
32628,1
78738,1
89012,1
4107,1
33716,1
48856,1
46016,1
58701,1
33761,1
60066,1
28376,1
45113,1
93291,1
45420,1
2445,1
60737,1
55946,1
68221,1
48221,1
48215,1
20705,1
14559,1
98077,1
67211,1
42301,1
53949,1
27910-2629,1
79086,1
90232,1
02908-4109,1
48182,1
46574,1
52556,1
6705,1
77063,1
77591,1
38351,1
20774,1
78617,1
31401,1
72764,1
60486,1
36618,1
11434,1
19029,1
65322,1
62712,1
48128,1
45841,1
18661,1
80128,1
61277,1
93706,1
53181,1
37876,1
14228,1
77086,1
52002-5156,1
18651,1
33175,1
19606,1
89519-7908,1
50312,1
8723,1
37013,1
606323,1
17403,1
98007,1
44675,1
90402,1
92833,1
717,1
54964,1
76054,1
49103-2409,1
55425,1
93637,1
38967,1
94550,1
18504,1
48140,1
38261,1
11212,1
60412,1
2324,1
60444,1
78239,1
12747,1
8846,1
44113,1
68701,1
48380-2914,1
78040,1
30083-2630,1
73003,1
61241,1
62864,1
660660,1
46256,1
53027,1
50213,1
19129,1
292237768,1
30202,1
46348,1
80134,1
2136,1
53948,1
53925,1
54903,1
38617,1
6034,1
6608,1
27410,1
29418,1
98036,1
34450,1
63156,1
11001,1
60131-2321,1
63045,1
33974,1
49461,1
30228-1722,1
606040,1
95618,1
19102,1
27616,1
77030,1
92591,1
94501,1
48906,1
72433,1
46058,1
90292,1
28079,1
43627,1
20009,1
34974,1
94801,1
81520,1
96817,1
28504,1
62794,1
3824,1
32506,1
606029,1
33569,1
90046,1
49459,1
50061,1
40517,1
92007,1
92553,1
60502-8850,1
14534,1
30135,1
77450,1
33004,1
22192,1
33771,1
90644,1
55423,1
60712-3707,1
53960,1
48805,1
74136,1
60054,1
44286,1
606016,1
61491,1
60058,1
55120,1
69639,1
59840,1
53072,1
49115,1
15235,1
61830,1
2494,1
91364,1
74112,1
67017-9700,1
42130,1
30224,1
20784,1
30048,1
28604,1
38319-5226,1
33013,1
78259,1
50327,1
77379,1
57350,1
32541,1
28704,1
76127,1
90035,1
61010,1
49307,1
97239,1
46530,1
20877,1
45014,1
52776,1
75231,1
62411,1
46358,1
48341,1
78076,1
33430,1
52739,1
42633,1
45429,1
45373,1
98006,1
78255,1
37370,1
98404,1
92395,1
52742,1
60493,1
94404,1
90713,1
54728,1
60129,1
66101,1
6063-,1
84103,1
52302,1
43230,1
32174,1
1940,1
81001,1
60897,1
70570,1
54548,1
33463,1
43110,1
80203,1
08701-3476,1
48302,1
49092,1
99503,1
21804,1
48915,1
92656,1
47361,1
14214,1
48642,1
61912,1
15668,1
606036,1
60653312,1
44811,1
33012,1
42029,1
32206,1
10016,1
33701,1
53561,1
68107,1
6051,1
87059,1
46112,1
72339,1
7068,1
92673,1
30309,1
85028,1
18901,1
75080,1
62631,1
95829,1
82009,1
85746,1
33174,1
372171031,1
44129,1
55024,1
65158,1
55113,1
10452,1
75094,1
15214,1
92555,1
85202,1
92408,1
66643,1
55051,1
90056,1
39530-0000,1
60138,1
47383,1
6419,1
48042,1
11210,1
66028,1
28273,1
33759,1
46974,1
90005,1
21678,1
18336,1
1991,1
76108,1
606109,1
60567,1
10583,1
33149,1
76063,1
48386,1
79916,1
27217,1
15106,1
33563,1
33856,1
46353,1
28352,1
62075,1
33543,1
47401-5155,1
67218,1
90249,1
2482,1
39560,1
45133,1
97201,1
79720,1
33146,1
66442,1
75089,1
130,1
32951,1
55803,1
97276,1
99163,1
67117,1
85745,1
33598,1
6824,1
89084,1
30577,1
92637,1
80218,1
29439,1
11964,1
50151,1
56715,1
7930,1
98444,1
77459-0000,1
15216,1
76039,1
06831-3676,1
6001,1
92250,1
90723,1
55438,1
62675,1
60219,1
60684,1
68058,1
63109,1
63834,1
30106-1820,1
92653,1
6716,1
6019,1
75010,1
62846,1
70458,1
20740,1
30127,1
28602,1
33056,1
48065,1
606498,1
83616,1
80922,1
02067-2505,1
2067,1
62035,1
91302,1
75035,1
61348,1
34715,1
43606,1
91767,1
53582,1
37167,1
48088,1
34997,1
46366,1
16801,1
14616,1
46767,1
33411,1
33834,1
47803,1
2114,1
20136,1
49805,1
60697,1
90631,1
48430,1
46540,1
60593,1
75093,1
62671,1
85023,1
91246,1
85034,1
78332,1
44256,1
49740,1
54129,1
63301,1
85201,1
62613,1
2022,1
64603,1
37189,1
3745,1
48220,1
63042,1
37207,1
6064622,1
11795,1
60278,1
49408,1
91773,1
89146-3454,1
78584,1
46325,1
34221,1
38655,1
30193,1
72150,1
43717,1
60649-3618,1
31407,1
48111,1
41531,1
45440,1
28173,1
28173-6996,1
75402,1
55318,1
41017,1
92131,1
78238,1
44147,1
60638,1
66211,1
96233,1
55317,1
7401,1
85335,1
48835,1
35759,1
35805-6510,1
93603,1
30314-3561,1
33596,1
85213,1
63111,1
73804,1
28078,1
1832,1
6029,1
48756,1
38614,1
90028,1
6880,1
91501,1
75033,1
39194,1
33056-3612,1
36104,1
77033,1
49415,1
70363,1
53074,1
42262,1
77094,1
55346,1
33324,1
43102,1
85297,1
6624,1
54140,1
53101,1
78745,1
58852,1
12534,1
92057,1
80016,1
35810,1
08817-3025,1
UNKOWN,1
91602,1
95559,1
56187-3066,1
2639,1
77059,1
50651,1
23002,1
31792,1
99185,1
44255,1
49911,1
33170,1
606921,1
49338,1
66012,1
33756,1
33756-3232,1
32824-4303,1
60670,1
68135,1
53523,1
61428,1
67031,1
48353,1
32829,1
39232,1
94066,1
85042,1
74134,1
45404,1
76513,1
30339,1
6301,1
60443-1041,1
43061,1
98374,1
15317,1
72176,1
85210,1
46506,1
39090,1
30907,1
44123,1
37327,1
92509,1
49343,1
60362,1
606396,1
7601,1
38116-8911,1
20794,1
40808,1
33401,1
46939,1
11557,1
46064,1
56562,1
54983,1
85007,1
54456,1
1,1
19808,1
70082,1
33140,1
54771,1
34606,1
78209,1
46228,1
95008,1
80917,1
BLK SHIRT,1
46241,1
63081,1
78737,1
10805,1
98499,1
75228,1
20708,1
54726,1
38759,1
33315,1
6825,1
55127,1
75249,1
30328,1
23454,1
50529,1
94606,1
18045,1
16066,1
9826,1
98626,1
31047,1
77011,1
23086,1
71409,1
76102,1
6651,1
30082,1
61285,1
91505,1
94580,1
771,1
35206,1
32361,1
76006,1
70122,1
43506,1
60101-2451,1
85136,1
65802,1
49507-1716,1
16502,1
57107,1
2201,1
2882,1
